mitigation id,mitigation name,technique id,technique name,comments
M1041,Encrypt Sensitive Information,T1558,Steal or Forge Kerberos Tickets,"Enable AES Kerberos encryption (or another stronger encryption algorithm), rather than RC4, where possible.(Citation: AdSecurity Cracking Kerberos Dec 2015)"
M1041,Encrypt Sensitive Information,T1565.001,Stored Data Manipulation,Consider encrypting important information to reduce an adversary’s ability to perform tailored data modifications.
M1041,Encrypt Sensitive Information,T1020.001,Traffic Duplication,"Ensure that all wired and/or wireless traffic is encrypted appropriately. Use best practices for authentication protocols, such as Kerberos, and ensure web traffic that may contain credentials is protected by SSL/TLS."
M1041,Encrypt Sensitive Information,T1565.002,Transmitted Data Manipulation,Encrypt all important data flows to reduce the impact of tailored modifications on data in transit.
M1041,Encrypt Sensitive Information,T1552,Unsecured Credentials,"When possible, store keys on separate cryptographic hardware instead of on the local system. "
M1039,Environment Variable Permissions,T1070.003,Clear Command History,Making the environment variables associated with command history read only may ensure that the history is preserved.(Citation: Securing bash history)
M1039,Environment Variable Permissions,T1562.003,Impair Command History Logging,"Prevent users from changing the <code>HISTCONTROL</code>, <code>HISTFILE</code>, and <code>HISTFILESIZE</code> environment variables. (Citation: Securing bash history)"
M1038,Execution Prevention,T1548,Abuse Elevation Control Mechanism,System settings can prevent applications from running that haven't been downloaded from legitimate repositories which may help mitigate some of these issues. Not allowing unsigned applications from being run may also mitigate some risk.
M1038,Execution Prevention,T1546.008,Accessibility Features,"Adversaries can replace accessibility features binaries with alternate binaries to execute this technique. Identify and block potentially malicious software executed through accessibility features functionality by using application control (Citation: Beechey 2010) tools, like Windows Defender Application Control(Citation: Microsoft Windows Defender Application Control), AppLocker, (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP)"
M1038,Execution Prevention,T1546.009,AppCert DLLs,"Adversaries install new AppCertDLL binaries to execute this technique. Identify and block potentially malicious software executed through AppCertDLLs functionality by using application control (Citation: Beechey 2010) tools, like Windows Defender Application Control(Citation: Microsoft Windows Defender Application Control), AppLocker, (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP)"
M1038,Execution Prevention,T1546.010,AppInit DLLs,"Adversaries can install new AppInit DLLs binaries to execute this technique. Identify and block potentially malicious software executed through AppInit DLLs functionality by using application control (Citation: Beechey 2010) tools, like Windows Defender Application Control(Citation: Microsoft Windows Defender Application Control), AppLocker, (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP)"
M1038,Execution Prevention,T1059.002,AppleScript,Use application control where appropriate.
M1038,Execution Prevention,T1059.010,AutoHotKey & AutoIT,"Use application control to prevent execution of `AutoIt3.exe`, `AutoHotkey.exe`, and other related features that may not be required for a given system or network to prevent potential misuse by adversaries."
M1038,Execution Prevention,T1176,Browser Extensions,Set a browser extension allow or deny list as appropriate for your security policy. (Citation: Technospot Chrome Extensions GP)
M1038,Execution Prevention,T1218.003,CMSTP,Consider using application control configured to block execution of CMSTP.exe if it is not required for a given system or network to prevent potential misuse by adversaries.
M1038,Execution Prevention,T1574.012,COR_PROFILER,Identify and block potentially malicious unmanaged COR_PROFILER profiling DLLs  by using application control solutions like AppLocker that are capable of auditing and/or blocking unapproved DLLs.(Citation: Beechey 2010)(Citation: Windows Commands JPCERT)(Citation: NSA MS AppLocker)
M1038,Execution Prevention,T1059.009,Cloud API,Use application control where appropriate to block use of PowerShell CmdLets or other host based resources to access cloud API resources.
M1038,Execution Prevention,T1059,Command and Scripting Interpreter,"Use application control where appropriate. For example, PowerShell Constrained Language mode can be used to restrict access to sensitive or otherwise dangerous language elements such as those used to execute arbitrary Windows APIs or files (e.g., `Add-Type`).(Citation: Microsoft PowerShell CLM)"
M1038,Execution Prevention,T1218.001,Compiled HTML File,Consider using application control to prevent execution of hh.exe if it is not required for a given system or network to prevent potential misuse by adversaries.
M1038,Execution Prevention,T1609,Container Administration Command,"Use read-only containers, read-only file systems, and minimal images when possible to prevent the execution of commands.(Citation: Kubernetes Hardening Guide) Where possible, also consider using application control and software restriction tools (such as those provided by SELinux) to restrict access to files, processes, and system calls in containers.(Citation: Kubernetes Security Context)"
M1038,Execution Prevention,T1218.002,Control Panel,"Identify and block potentially malicious and unknown .cpl files by using application control (Citation: Beechey 2010) tools, like Windows Defender Application Control(Citation: Microsoft Windows Defender Application Control), AppLocker, (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP)"
M1038,Execution Prevention,T1574.001,DLL Search Order Hijacking,Adversaries may use new DLLs to execute this technique. Identify and block potentially malicious software executed through search order hijacking by using application control solutions capable of blocking DLLs loaded by legitimate software.
M1038,Execution Prevention,T1562.001,Disable or Modify Tools,"Use application control where appropriate, especially regarding the execution of tools outside of the organization's security policies (such as rootkit removal tools) that have been abused to impair system defenses. Ensure that only approved security applications are used and running on enterprise systems."
M1038,Execution Prevention,T1574.006,Dynamic Linker Hijacking,Adversaries may use new payloads to execute this technique. Identify and block potentially malicious software executed through hijacking by using application control solutions also capable of blocking libraries loaded by legitimate software.
